,aic,bic,log_likelihood,n_components,converged,silhouette,calinski_harabasz
2,80022204.68726523,91822542.35336705,-5489.383131703601,2,True,0.025742865663187654,23.927653167181553
3,75490468.45389032,93190978.37808685,-5041.039602429414,3,True,-0.061682358421890994,52.873096668279224
4,6266094.538758238,29866776.721049473,44.76899363740233,4,True,0.010942662562322163,140.18629849349276
5,3186365.3193905195,32687219.759776466,389.0259986099986,5,True,0.009308934876062588,128.36074352113215
6,-923279.6553260777,34477747.04315458,807.1120899875325,6,True,0.03033715589287758,125.35532909701223
7,-4366326.864652898,36934872.09192248,1177.41339531562,7,True,0.024912201581714415,113.49713121737074
8,-7373252.429104127,39828118.78556595,1516.4515002942026,8,True,0.01841272436277745,102.93602860812257
